label,name
mn0000333643,Maurice Jarre
mn0000322092,Peter Cetera
mn0000790797,Shakira
mn0000664817,Gloria Estefan
mn0000501081,"10,000 Maniacs"
mn0000105761,Chris Barber
mn0000277549,Lonnie Donegan
mn0000154533,Ewan MacColl
mn0000333634,Phil Ochs
mn0000617492,Tommy Johnson
mn0000679370,Hillsong
mn0000024944,Amy Grant
mn0000132579,Larry Norman
mn0000743623,Spacehog
mn0000039406,Soilwork
mn0000957085,Danzig
mn0000763237,Big Audio Dynamite
mn0000492357,Ruts
mn0000093322,King Tubby
mn0000344275,Mel Tormé
mn0000219243,Vinícius de Moraes
mn0000094210,Chet Baker
mn0000031022,Jim Morrison
mn0000507555,Arthur Baker
mn0000850761,Pinhead Gunpowder
mn0000920073,The Undertones
mn0000946171,Gerald Wilson
mn0000378624,Quincy Jones
mn0000046418,The Blue Sky Boys
mn0000147782,The Delmore Brothers
mn0000342768,Roscoe Holcomb
mn0000397876,Mavis Staples
mn0000032071,Shirley Caesar
mn0000500889,Minnie Riperton
mn0000368367,Nancy Wilson
mn0000802302,Chaka Khan
mn0000670226,The Killers
mn0000624190,The Bravery
mn0000347639,Jimmie Vaughan
mn0000617844,Albert King
mn0000186734,Freddie King
mn0000638075,Humphrey Lyttelton
mn0000631071,Buddy Tate
mn0000615304,Ash
mn0000564333,The Stone Roses
mn0000393345,Oasis
mn0000639056,Bush
mn0000282766,Loudon Wainwright III
mn0000252184,Johnny Thunders
mn0000026164,Sleater-Kinney
mn0000595098,Arab on Radar
mn0000755494,Silver Apples
mn0000151290,Béla Fleck
mn0000165622,Erik Darling
mn0000461737,Old & In the Way
mn0000313284,Little Feat
mn0000045560,The Mars Volta
mn0000932154,At the Drive-In
mn0000787757,The Dictators
mn0000806740,Turbonegro
mn0002592086,Frank Ocean
mn0000048265,Silverchair
mn0000099151,Kitchens of Distinction
mn0000112185,James
mn0000954964,Manic Street Preachers
mn0000037931,The Alarm
mn0000493425,The Sheila Divine
mn0000165294,Chapterhouse
mn0001557918,The Chameleons UK
mn0000112804,Laudir DeOliveira
mn0000680513,Ed Shaughnessy
mn0000496405,The Shadows
mn0000793988,Eddie Cochran
mn0000239961,Johnny Kidd & the Pirates
mn0000028166,Slim Harpo
mn0001055285,112
mn0000651156,Guy
mn0000135152,Jodeci
mn0000607773,Al B. Sure!
mn0000776371,Color Me Badd
mn0000319347,R. Kelly
mn0000678260,Wolfstone
mn0000961688,Wynton Marsalis
mn0000505770,Art Tatum
mn0000242438,Johnny Richards
mn0000305363,Saves the Day
mn0000829033,Huey Lewis
mn0000251925,Wayne Smith
mn0000574057,Sugar Minott
mn0000681340,Yellowman
mn0000138063,Barrington Levy
mn0000175775,Eek-A-Mouse
mn0000663455,Half Pint
mn0000495704,Throwdown
mn0000741746,Sepultura
mn0000221445,Machine Head
mn0000351227,Richard Marx
mn0000495338,Ace of Base
mn0000922728,ABBA
mn0000008828,Spice Girls
mn0000130764,Face to Face
mn0000020319,Shel Silverstein
mn0000944293,Calexico
mn0000389378,Mason Jennings
mn0000303125,Prince Paul
mn0000746984,Steinski
mn0001186688,Lejaren Hiller
mn0000764225,Milton Babbitt
mn0001379964,Roger Sessions
mn0000975914,Twin Twin
mn0001502854,Santigold
mn0000388773,M.I.A.
mn0000749970,Ted Nugent
mn0000938878,Brownsville Station
mn0000765595,Backstreet Boys
mn0000516929,*NSYNC
mn0000000534,All Saints
mn0000948171,Hanoi Rocks
mn0000299471,Scorpions
mn0000776301,Chico Hamilton
mn0000139703,The Dambuilders
mn0000746182,Translator
mn0000057245,Big Dipper
mn0000046734,Blake Babies
mn0000287860,Robin Williams
mn0000920994,The Vandals
mn0000919282,999
mn0000160054,Sham 69
mn0000479028,Anita O'Day
mn0000748904,Stereophonics
mn0000361541,Kasabian
mn0000096576,Interpol
mn0000568137,The Strokes
mn0000097384,Kings of Leon
mn0000080780,Sheryl Crow
mn0000760782,Claudio Abbado
mn0000129430,Cluster
mn0000394288,Nurse with Wound
mn0000168380,Franz Joseph Haydn
mn0000866491,Maxwell
mn0000243812,Leon Ware
mn0000176358,Jamiroquai
mn0000046784,Syl Johnson
mn0000017021,Tenacious D
mn0000817315,Weird Al Yankovic
mn0000061938,Blue Öyster Cult
mn0000845775,Ronnie James Dio
mn0000012654,Spinal Tap
mn0000087217,The High Llamas
mn0000937150,Broadcast
mn0000113823,Chrissie Hynde
mn0000664883,Gloria Lynne
mn0000873886,Raymond Scott
mn0000317029,Sebastian Bach
mn0000026367,Skid Row
mn0000504893,Tiny Grimes
mn0000149840,Catherine Wheel
mn0001258721,Kid Dynamite
mn0000010982,All
mn0000264572,Lifetime
mn0000408427,The Notwist
mn0000263937,Dio
mn0001597052,House of Heavy
mn0000193216,Free
mn0000772567,Iron Butterfly
mn0000299882,Karen Dalton
mn0000391398,Ramblin' Jack Elliott
mn0000231645,Jean Ritchie
mn0000069805,Bill Keith
mn0000796741,Eddy Arnold
mn0000461698,Old 97's
mn0000222927,Uncle Tupelo
mn0000399895,The Mekons
mn0000769669,Billy Mitchell
mn0000951384,Hank Mobley
mn0000044290,Sonny Stitt
mn0000057115,Big Daddy Kinsey
mn0000018835,Skip Spence
mn0000400356,Mayo Thompson
mn0000101786,Kotipelto
mn0000306102,Kathie Lee Gifford
mn0000364572,Kathy Troccoli
mn0000239655,Sandi Patty
mn0000185591,Arcade Fire
mn0000953483,The Darling Buds
mn0000560469,Shop Assistants
mn0000415239,The Primitives
mn0000358820,Primal Scream
mn0000181819,Flatmates
mn0000621959,Seefeel
mn0000158888,Gas
mn0002129441,Fun.
mn0002040645,Imagine Dragons
mn0000038321,Snow Patrol
mn0000771419,King's X
mn0000665404,DJ Magic Mike
mn0000224186,John Mellencamp
mn0000919525,The Sugarcubes
mn0000072941,Circa Survive
mn0000049062,Simple Plan
mn0000211095,Underøath
mn0000583618,Sunny Day Real Estate
mn0000185018,Finch
mn0000066869,The Field Mice
mn0000057923,Bill Anderson
mn0000544591,Guapo
mn0000924250,Sunn O)))
mn0000782344,Crumbsuckers
mn0000035587,Sick of It All
mn0000014651,Patsy Cline
mn0000386865,Material
mn0000777405,LTJ Bukem
mn0000340659,Jerry Wexler
mn0000123754,Christopher Cross
mn0000019297,America
mn0000136871,The Doobie Brothers
mn0000610706,Bread
mn0000769754,Bl'ast!
mn0000317417,Quicksilver Messenger Service
mn0000307025,Roky Erickson
mn0000663934,DJ Spooky
mn0000075979,Bill Laswell
mn0000751592,Sly & Robbie
mn0000785380,"Lee ""Scratch"" Perry"
mn0001254243,DJ Kool Herc
mn0000197364,David Byrne
mn0000519020,Mutabaruka
mn0000738402,Grandmaster Flash
mn0000988251,Fripp & Eno
mn0000641450,Buddy Collette
mn0000302799,Lucky Thompson
mn0001813909,Moss Icon
mn0000188190,Unwound
mn0000161487,Clinic
mn0000488355,Thomas Leer
mn0000048300,Bar-Kays
mn0000753706,The All-American Rejects
mn0000955488,Ron Hardy
mn0000280897,Deerhunter
mn0001050588,Mamer
mn0000674310,Herb Ellis
mn0000184187,Gabor Szabo
mn0000138071,The Dresden Dolls
mn0000506513,Mr. Bungle
mn0000779670,Cradle of Filth
mn0000390532,Oingo Boingo
mn0000841430,Pete Namlook
mn0000483623,Organized Konfusion
mn0000074520,The Hives
mn0000203175,Wendy Carlos
mn0000031181,Herbert von Karajan
mn0000333708,Jesse Fuller
mn0000350840,Jimmy Buffett
mn0000117844,"Hank Williams, Jr."
mn0000858375,Mary Chapin Carpenter
mn0000387633,The Necros
mn0000167386,ESG
mn0000510042,µ-Ziq
mn0000614944,Tom Petersson
mn0000226331,John Entwistle
mn0000152312,Jack Bruce
mn0000029884,Paul McCartney
mn0000848723,Pig Destroyer
mn0000166658,Hum
mn0000472925,The Offspring
mn0000258430,Pennywise
mn0000994823,Lady Gaga
mn0000785787,Bascom Lamar Lunsford
mn0000788316,Barbecue Bob
mn0000142415,Frank Hutchison
mn0000805156,Lungfish
mn0000502163,10cc
mn0000367979,Martin Carthy
mn0000130115,Jackson C. Frank
mn0000294923,Judy Collins
mn0000149166,Carolyn Hester
mn0000341652,Roy Clark
mn0000195723,Erich Wolfgang Korngold
mn0000307408,Richard Strauss
mn0000017558,Gustav Mahler
mn0000038977,The Associates
mn0000000610,Alexia
mn0000987974,Cathy Dennis
mn0000813731,Debbie Gibson
mn0000865835,Nia Peeples
mn0000808201,The Village People
mn0000412710,Milli Vanilli
mn0000130937,Creedence Clearwater Revisited
mn0000936125,Brent Bourgeois
mn0000755162,The Auteurs
mn0000475932,The Only Ones
mn0000191947,War
mn0000962064,Junior Wells
mn0000118853,Jack McDuff
mn0000772976,Booker T. Jones
mn0000154548,Eric Burdon
mn0000303050,Rufus Thomas
mn0000751663,"Sylvester ""Sly Stone"" Stewart"
mn0000133385,Bebeto
mn0000190946,Lefty Frizzell
mn0000198783,Johnny Horton
mn0001004230,Remedy Drive
mn0000290502,Limp Bizkit
mn0000097325,Biohazard
mn0000039661,Sonny Terry
mn0000957292,Manny Albam
mn0000021747,Chuck Mangione
mn0000575522,The Verve
mn0000086598,Billy Childish
mn0000153288,The Great Plains
mn0000807361,Tyrese
mn0000391177,Next
mn0000814766,Mahmoud Ahmed
mn0000484607,Millencolin
mn0000792039,St. Johnny
mn0000830425,Robert Cray
mn0000751738,Steve Cropper
mn0000198162,Johnnie Taylor
mn0000032807,Son Seals
mn0000817542,Johnny Copeland
mn0000894956,Otis Rush
mn0000191429,Magic Sam
mn0000100854,Jimmy Witherspoon
mn0000524239,Brook Benton
mn0000520583,My Morning Jacket
mn0000549805,Giant Sand
mn0000799787,Green on Red
mn0000126782,Lambchop
mn0000082091,The Long Ryders
mn0000198302,The Dream Syndicate
mn0000165162,Gentle Giant
mn0000780506,Laibach
mn0000758883,Axl Rose
mn0000956257,Darby Crash
mn0000751623,Paul Stanley
mn0000246418,Wendy O. Williams
mn0000561715,Godflesh
mn0000196696,cEvin Key
mn0000200968,Gene Simmons
mn0000815090,W.A.S.P.
mn0000753237,Suzy Bogguss
mn0000749476,Trisha Yearwood
mn0000352999,K.T. Oslin
mn0000489909,The Pooh Sticks
mn0000257544,Van der Graaf Generator
mn0001600874,Jam Master Jay
mn0000128244,The Beloved
mn0000228099,Howard Jones
mn0000787428,Evanescence
mn0000671953,Heart
mn0000265771,Hope Sandoval
mn0000072998,The Handsome Family
mn0000169202,Doc Watson
mn0000145691,Cleaners from Venus
mn0000800926,Emitt Rhodes
mn0000520977,Tommy Keene
mn0000955379,Henry Rollins
mn0000400279,Randy Rhoads
mn0000919590,A House
mn0000832524,Robyn Hitchcock
mn0000211791,Janis Martin
mn0000765722,The Collins Kids
mn0000857203,Kay Starr
mn0000664346,Glassjaw
mn0000418346,The Saints
mn0000385781,Radio Birdman
mn0000744796,Townes Van Zandt
mn0000923705,Mogwai
mn0000215997,Carla Bruni
mn0000835509,Juliette Gréco
mn0000804476,Charles Aznavour
mn0000216846,Jane Birkin
mn0000380235,Rebirth Brass Band
mn0000891497,Neville Brothers
mn0000033234,Sidney Bechet
mn0000120522,Chuck Brown
mn0000213212,Janis Ian
mn0000305501,Roger
mn0000107249,Lakeside
mn0000720531,Field Music
mn0000557191,Hot Chip
mn0000233862,Mahavishnu Orchestra
mn0000510278,Arthur Brown
mn0000819894,Johnny Otis
mn0000464017,Rev. Gary Davis
mn0000084803,Klaus Schulze
mn0000869821,Ray Anderson
mn0000762177,The Feelies
mn0000766385,The Go-Go's
mn0000318882,Jason Aldean
mn0000632233,Eric Church
mn0002083707,Lee Brice
mn0000072041,Bob Seger
mn0000366681,Paramore
mn0000386560,Regina Spektor
mn0000564726,The Sundays
mn0000370760,James Tenney
mn0000038389,The Banana Splits
mn0000660053,Grandaddy
mn0002191098,Masuko Ushioda
mn0003190902,Alvvays
mn0000024340,Stereo Total
mn0000395187,Nena
mn0000298766,Plastic Bertrand
mn0000020047,Sheila Jordan
mn0000244552,Mark Murphy
mn0000037865,Andy Montañez
mn0000312352,Screaming Lord Sutch
mn0000010503,The Sensational Alex Harvey Band
mn0000238495,John Mayall
mn0000785611,The Dave Clark Five
mn0000963992,Zack de la Rocha
mn0000147315,Cypress Hill
mn0000496447,Bobby Previte
mn0000672182,Henry Cow
mn0000213921,Less Than Jake
mn0000891032,The Mighty Mighty Bosstones
mn0000345426,Roy Hargrove
mn0000226380,Lee Morgan
mn0000012644,Stanley Turrentine
mn0000213510,Johnny Griffin
mn0000811897,John Michael Montgomery
mn0000794846,Eddie Rabbitt
mn0000081561,Keith Whitley
mn0001182742,Jean-Baptiste Lully
mn0000763575,François Couperin
mn0001227054,Marc-Antoine Charpentier
mn0001429745,André Campra
mn0000611877,Tom Lehrer
mn0000449450,Noël Coward
mn0000744548,Spike Jones
mn0000094224,Ike & Tina Turner
mn0000790814,Talk Talk
mn0000498562,Mark Hollis
mn0000675282,Herbert
mn0000251437,People Like Us
mn0000388762,Matmos
mn0000597309,Tina Turner
mn0000107090,Cher
mn0000805345,Down by Law
mn0000181440,Flanders & Swann
mn0000925528,Throwing Muses
mn0000246885,Johnny Mathis
mn0000816896,Johnnie Ray
mn0000140176,Eddie Fisher
mn0000205254,Vic Damone
mn0000769876,Little Jimmy Scott
mn0000144783,Fiddlin' Arthur Smith
mn0000086592,Billy Byers
mn0000768149,Billy Taylor
mn0000634072,Bun B
mn0002108137,Wretch 32
mn0000604374,The Artful Dodger
mn0000494654,The Reigning Sound
mn0000948620,DMZ
mn0000668302,Dan Penn
mn0000761688,The Fleshtones
mn0000012472,Traffic
mn0000171133,Family
mn0000174582,Fastbacks
mn0000495288,The Rentals
mn0000329977,Johnny Hammond
mn0002136800,Mala
mn0000570728,Marduk
mn0000105565,Krisiun
mn0000756772,Angelic Upstarts
mn0000631535,The Business
mn0000112540,Cisco Houston
mn0000669015,Malvina Reynolds
mn0000760877,Bob Gibson
mn0000109421,Crowbar
mn0000019334,Stefon Harris
mn0000814745,Walt Dickerson
mn0000027916,Terry Callier
mn0000188935,Central Line
mn0000254535,Jon Lucien
mn0001356210,Steve Aoki
mn0000174470,Carl Cox
mn0000752945,Paul van Dyk
mn0000749222,Paul Oakenfold
mn0001780409,Sasha & John Digweed
mn0000372229,Queen Latifah
mn0000780734,Jadakiss
mn0000921895,2Pac
mn0000224312,Cam'ron
mn0000220590,MC Lyte
mn0000359559,Karyn White
mn0000591283,Andreas Scholl
mn0001017203,London
mn0000359062,KMFDM
mn0000793664,El DeBarge
mn0000246022,Merle Travis
mn0000285232,Maroon 5
mn0000098361,Hawthorne Heights
mn0000587285,Mono
mn0000158656,Taking Back Sunday
mn0000766078,The Get Up Kids
mn0000038302,Social Distortion
mn0000316269,Jennifer Holliday
mn0000294931,Ronald Shannon Jackson
mn0000898550,Milford Graves
mn0000590210,Sunny Murray
mn0000797885,Shannon Wright
mn0000990366,Fleet Foxes
mn0000839847,Seals & Crofts
mn0000325537,Jeremy Enigk
mn0000162233,Fairport Convention
mn0000388198,Neurosis
mn0000419102,The Shins
mn0000314600,Love
mn0000919846,54-40
mn0000164093,Tammi Terrell
mn0000147200,The Dells
mn0000302685,Rufus
mn0000029867,Shirley Bassey
mn0000788360,Clock DVA
mn0000013387,Shawn Colvin
mn0000075609,Kelly Hogan
mn0000167963,Eleni Mandell
mn0000837215,Lucinda Williams
mn0000105618,Ladysmith Black Mambazo
mn0000265456,Dion
mn0000364912,Rick Nelson
mn0000813705,David Yow
mn0000629330,Stiv Bators
mn0000253657,JoJo
mn0000555901,RBD
mn0000847374,Jesse McCartney
mn0000831733,Lindsay Lohan
mn0000159699,Emmylou Harris
mn0000127360,Everything But the Girl
mn0000118664,Basia
mn0000490738,Monica
mn0000898336,Mississippi Sheiks
mn0000148355,Egg
mn0000414889,The Presidents of the United States of America
mn0000821544,Letters to Cleo
mn0000273810,Iván Ferreiro
mn0000367458,Naked City
mn0000019953,Sheila E.
mn0000341422,Ray Barretto
mn0000688804,Willie Bobo
mn0000084814,Billy Squier
mn0000098944,Kix
mn0000859868,Quiet Riot
mn0000769486,Iced Earth
mn0000378026,Masta Ace
mn0000067631,The Chemical Brothers
mn0000150793,E-40
mn0000231840,Loop Guru
mn0000177588,Jon Hassell
mn0000077662,King Pleasure
mn0000749132,Paul Kelly
mn0000796045,Fishbone
mn0000011707,Steely Dan
mn0000883318,Red Hot Chili Peppers
mn0000708613,Hoagy Carmichael
mn0001191508,Joan Tower
mn0000150502,Henry Brant
mn0001488703,Jack Beeson
mn0000745584,Steel Pulse
mn0000099422,bis
mn0000830135,Huggy Bear
mn0000762500,Bikini Kill
mn0000615489,Bratmobile
mn0000922200,Violent Femmes
mn0000294197,Polvo
mn0000388972,Material Issue
mn0000769908,Jimmy Rowles
mn0000198923,Esquivel
mn0000942680,Café Tacuba
mn0000133719,Fatboy Slim
mn0000142860,James P. Johnson
mn0000790667,Tony! Toni! Toné!
mn0000915808,Tokyo Police Club
mn0000582463,The Vines
mn0000185383,French Kicks
mn0000066824,Frédéric Chopin
mn0000838875,Scritti Politti
mn0000125332,Lali Puna
mn0000196021,Gene
mn0001015772,Macklemore
mn0000083859,Kevin Coyne
mn0000224952,The Trash Can Sinatras
mn0000079044,The Lightning Seeds
mn0000474336,The Mighty Lemon Drops
mn0000854686,Prefuse 73
mn0000666512,Dabrye
mn0000304102,Utah Saints
mn0000194246,Garbage
mn0000790078,Fad Gadget
mn0000811341,Vivien Goldman
mn0000317290,Jelly Roll Morton
mn0000687935,"Willie ""The Lion"" Smith"
mn0000129652,Bennie Moten
mn0000404990,Meic Stevens
mn0000648951,Guru
mn0000667584,Damien Rice
mn0000074878,Stewart Copeland
mn0000631790,Daniel Barenboim
mn0000812388,Kenny Wayne Shepherd
mn0000807028,Duane Allman
mn0000274822,Lonnie Mack
mn0000315463,Scarface
mn0000573391,Paolo Nutini
mn0000755918,The Black Keys
mn0000325357,Arctic Monkeys
mn0000168256,Eva Cassidy
mn0000046794,Ani DiFranco
mn0000347151,Jewel
mn0000372322,Natalie Merchant
mn0000180029,For Against
mn0000784222,Bark Psychosis
mn0000805177,Dressy Bessy
mn0000686577,Willie Colón
mn0000172612,Eddie Palmieri
mn0000836226,Scott Weiland
mn0000316611,Marvelous 3
mn0000844043,Pete Yorn
mn0000105129,Collective Soul
mn0000480096,The Phantom Surfers
mn0000172350,Don Byas
mn0000012128,All-4-One
mn0000762731,The Chi-Lites
mn0000155563,Take 6
mn0000742899,Stan Getz
mn0000785283,João Gilberto
mn0000504169,Al Cohn
mn0000228087,Zoot Sims
mn0000958076,Woody Herman
mn0000021744,Stephen Stills
mn0000153590,Graham Nash
mn0000753004,Steve Lacy
mn0000145422,Evan Parker
mn0000659804,Yelle
mn0000122754,Cyndi Lauper
mn0000756380,Blues Magoos
mn0000718907,The Nitty Gritty Dirt Band
mn0000800492,Dory Previn
mn0000127164,Christine Lavin
mn0000473410,Michelle Shocked
mn0000405494,The Motors
mn0000647834,George Thorogood
mn0000225754,Hound Dog Taylor
mn0000819983,Johnny Winter
mn0001465422,Optimo
mn0000291043,Journey
mn0000852405,Rotary Connection
mn0000131624,Larry Levan
mn0000161351,Gov't Mule
mn0000268871,Hot Tuna
mn0000333464,Phish
mn0000758453,Blues Traveler
mn0000569119,Danny Elfman
mn0000921002,Ann Peebles
mn0000762288,Big Mama Thornton
mn0000808214,Joe Walsh
mn0000674662,Manfred Mann
mn0000781380,Jack Earls
mn0000785045,Curtis Gordon
mn0000792953,Carl Perkins
mn0000263681,Little Jimmy King
mn0000273531,Liza Minnelli
mn0000088180,Kid Rock
mn0000070800,Billy Idol
mn0000651077,Getatchew Mekurya
mn0000620155,Alex Chilton
mn0000333539,Jim Brickman
mn0000945269,George Winston
mn0000469519,Ashley Tisdale
mn0001878899,P!nk
mn0000345168,Roy Ayers
mn0000773024,Kim Deal
mn0001403317,Paul Tortelier
mn0000241724,The Rockets
mn0000149014,Bastro
mn0000674749,The Manhattan Transfer
mn0000768367,Bobby McFerrin
mn0000163435,Bebel Gilberto
mn0000197921,The English Beat
mn0000759491,The Exploited
mn0000075394,Bad Manners
mn0000237096,John Lydon
mn0000591048,Anti-Nowhere League
mn0000771261,Killer Mike
mn0000186398,John Medeski
mn0000677991,John Scofield
mn0000196826,John Lurie
mn0000076658,Jimmy McGriff
mn0000803752,Glenn Gould
mn0000224638,John Cale
mn0000795341,Felt
mn0000011810,American Music Club
mn0000851807,Planet X
mn0000000343,Symphony X
mn0000350092,Royal Hunt
mn0000299394,Kamelot
mn0000689367,Yngwie Malmsteen
mn0000674184,Manuel Göttsching
mn0000000674,P.J. Proby
mn0000032196,Slumber Party
mn0000889471,Opal
mn0000788730,Earl Palmer
mn0000196934,Gene Krupa
mn0000096964,Boz Scaggs
mn0000257141,Widespread Panic
mn0000045313,Steve Winwood
mn0000193342,Emperor
mn0000922495,Sukia
mn0000580300,Sufjan Stevens
mn0000333648,Rammstein
mn0000400479,Oomph!
mn0000861351,Nelly
mn0000084258,Kirsty MacColl
mn0000240081,Sandie Shaw
mn0000130173,Crowded House
mn0000791483,Dwight Yoakam
mn0000103484,Indigo Girls
mn0000037889,Takehisa Kosugi
mn0000068386,Keith Rowe
mn0000008496,Tony Conrad
mn0000574175,AMM
mn0000109472,Charles Ives
mn0000393768,Neil Finn
mn0000054970,Axel Rudi Pell
mn0000956059,Hieroglyphics
mn0000215513,Ciara
mn0000193305,Cassie
mn0000853492,Marshall Crenshaw
mn0000019029,Tad
mn0000923935,Abdullah Ibrahim
mn0000502199,Art Farmer
mn0000094639,King Oliver
mn0000203639,Johnny Rivers
mn0000016835,The Paul Butterfield Blues Band
mn0000041899,The Blues Project
mn0000223887,John Gilmore
mn0000915137,Jake Thackray
mn0000839432,Vanessa Carlton
mn0000932665,Alanis Morissette
mn0000058934,The Faint
mn0000246032,Devendra Banhart
mn0000486661,Anne Briggs
mn0000753485,Pearls Before Swine
mn0001327431,Gary Higgins
mn0000099104,Vashti Bunyan
mn0001242402,Dennis Young
mn0000185507,Eric Bobo
mn0000903009,Joe Cuba
mn0000389486,RJD2
mn0000609396,Tom Jones
mn0000582024,The Walker Brothers
mn0000295545,Richie Havens
mn0000319945,Peter Criss
mn0000823165,Levon Helm
mn0000155224,Grayson Capps
mn0000036312,Shooter Jennings
mn0000201668,Drive-By Truckers
mn0000562615,Jason Isbell
mn0000024527,Shirley Brown
mn0000577235,The Staple Singers
mn0000772526,Irma Thomas
mn0000929673,Moxy Früvous
mn0000669738,Heavy D
mn0000812046,John Hiatt
mn0000353423,Jimmy Harrison
mn0002285544,Sam Wooding
mn0000784527,Barney Kessel
mn0000244406,Johnny Mercer
mn0000011028,Frank Loesser
mn0000846634,Ne-Yo
mn0000303506,Usher
mn0000087205,Ian Carr
mn0000121038,The Cows
mn0000859476,Mary Cleere Haran
mn0000100728,Irene Dunne
mn0000796317,Fred Astaire
mn0000189644,Doris Day
mn0000682493,Xymox
mn0000375945,Psychic TV
mn0000318966,Martin Gore
mn0001512379,Ernest Bloch
mn0002036252,Major Lazer
mn0000129817,Shabba Ranks
mn0000404136,Ratatat
mn0000563765,Hazel Scott
mn0000017990,Teddy Wilson
mn0000753507,Soda Stereo
mn0002016312,The xx
mn0000831448,Romeo Void
mn0000918569,The Streets
mn0000221803,UNKLE
mn0000587700,Peter Zummo
mn0000014981,Alvin Lucier
mn0000805661,Humble Pie
mn0000031556,Supergrass
mn0000274637,Mario
mn0000583161,Wyclef Jean
mn0000650698,Homosexuals
mn0000215557,Loscil
mn0000930651,Tim Hecker
mn0000167517,Dire Straits
mn0000928351,Morbid Angel
mn0000545534,Cannibal Corpse
mn0000139520,The Acacia Strain
mn0000753766,Tha Dogg Pound
mn0000662067,Gravediggaz
mn0000093215,Black Moon
mn0000793720,Eddie Condon
mn0000481354,Orbital
mn0000683795,Yello
mn0000013985,Severed Heads
mn0000166785,Dan Fogelberg
mn0000206465,Type O Negative
mn0000166767,Charlie Barnet
mn0000344075,Jimmie Lunceford
mn0000152490,Fletcher Henderson
mn0000790820,Tool
mn0000868616,Nickelback
mn0000232598,Days of the New
mn0000681402,His Name Is Alive
mn0000238440,Robert Fripp
mn0000766893,The Isley Brothers
mn0000107139,Bootsy Collins
mn0000489316,Oscar Peterson
mn0000179764,Fontella Bass
mn0000416537,The Raveonettes
mn0000178621,Ultra Vivid Scene
mn0000781370,Chumbawamba
mn0000791247,Shadows of Knight
mn0000494038,Thrice
mn0000805785,Joe Satriani
mn0000045475,Steve Vai
mn0000925188,Theo Parrish
mn0000765435,Bobby Timmons
mn0000162820,Gene Chandler
mn0000089675,Jimmy Rushing
mn0000351484,Roy Milton
mn0000064199,Jimmy Martin
mn0000378041,Marty Stuart
mn0000083453,The Kentucky Colonels
mn0000745071,Alison Krauss
mn0000134051,Elbow
mn0000339624,Meat Loaf
mn0000078526,The Comsat Angels
mn0000010412,Spin Doctors
mn0000755519,Soul Asylum
mn0000337631,Rory Gallagher
mn0000128787,Dirty Three
mn0000755310,Solex
mn0001755041,Henryk Mikolaj Górecki
mn0000353211,Richard Smallwood
mn0000266185,Hot Rod Circuit
mn0000039013,Alkaline Trio
mn0000727434,Karen Clark-Sheard
mn0000021670,Tegan and Sara
mn0000345355,Melissa Etheridge
mn0000852997,k.d. lang
mn0000570061,The Tragically Hip
mn0000112883,Jale
mn0000099246,Concrete Blonde
mn0000866841,Nick Lowe
mn0000661524,Donna Summer
mn0000108124,Cherrelle
mn0001573712,Nosaj Thing
mn0000553810,Girlschool
mn0000100473,L7
mn0000146748,Le Orme
mn0000486047,Sublime
mn0000163420,G. Love & Special Sauce
mn0000105023,The Ladybug Transistor
mn0000536321,MGMT
mn0000207722,Dubstar
mn0000979730,Enter Shikari
mn0000003226,Alexisonfire
mn0000187422,Funeral for a Friend
mn0000768585,Billy Talent
mn0000567183,Heldon
mn0000067329,The Fatback Band
mn0000674262,Mandrill
mn0000892827,The Notorious B.I.G.
mn0000187162,Flipper
mn0000319021,Jellyfish
mn0000044024,Steve Miller
mn0000806645,Dr. Hook
mn0000722448,Born of Osiris
mn0000660155,Girl Talk
mn0000770540,Boredoms
mn0000266002,Pete Rock
mn0000960205,William S. Burroughs
mn0000806327,Ethel Waters
mn0000489243,Annette Hanshaw
mn0000395819,Maxine Sullivan
mn0000671800,Helen Humes
mn0000954646,Helen O'Connell
mn0000219428,Uncle Kracker
mn0000629609,David Allan Coe
mn0000156161,Funkdoobiest
mn0000145054,Eazy-E
mn0000087305,Kid Frost
mn0000777156,Kool Keith
mn0000913210,Hurt
mn0000130028,Freddie Mercury
mn0001619976,Andrew Wood
mn0000887719,Nusrat Fateh Ali Khan
mn0000332852,Ronnie Hawkins
mn0000780451,Conway Twitty
mn0000249303,Wet Willie
mn0000314372,Sea Level
mn0000793506,Carla Bley
mn0001282414,East
mn0000195305,Focus
mn0000157006,The Tony Williams Lifetime
mn0000923657,"Träd, Gräs och Stenar"
mn0001003087,Noah and the Whale
mn0000733717,Corinne Bailey Rae
mn0000021578,Sleep
mn0000584923,Dave Edmunds
mn0000393789,Restless Heart
mn0000297894,Poco
mn0000069986,Kenny Rogers
mn0000182302,Ray LaMontagne
mn0000214593,David Gray
mn0001511168,Emmanuel Chabrier
mn0000174838,Elliott Murphy
mn0000638270,David Blue
mn0000936315,Todos Tus Muertos
mn0000659517,Grand Funk Railroad
mn0000085776,James Gang
mn0000047401,"Bernard ""Pretty"" Purdie"
mn0000779209,La Lupe
mn0000180516,Dave Grohl
mn0000485881,The Obsessed
mn0000612716,Tom Petty
mn0000566918,The The
mn0000329095,Raful Neal
mn0000365137,Project Pat
mn0000221637,UGK
mn0000689606,Young Jeezy
mn0000001418,T.I.
mn0000018137,Paul Motian
mn0000070507,Billy Higgins
mn0000092226,Coldcut
mn0000928079,Moonshine Bandits
mn0000224294,John Fogerty
